event_id,sport_key,home_team,away_team,commence_time,completed,last_update,score_name,score_value
a2d714226e359e11994632f530a047e8,soccer_italy_serie_a,Sassuolo,Como,2026-04-17T16:30:00Z,False,,,
3c0a6c55120809a87abc49406bb86657,soccer_italy_serie_a,Inter Milan,Cagliari,2026-04-17T18:45:00Z,False,,,
a19f68e47f4b431a518ad31058ab0a20,soccer_italy_serie_a,Udinese,Parma,2026-04-18T13:00:00Z,False,,,
2ffb1d9222cfde6afe062e6da1ac19d6,soccer_italy_serie_a,Napoli,Lazio,2026-04-18T16:00:00Z,False,,,
4206b10bde703ad297b5c642ea89e6e7,soccer_italy_serie_a,AS Roma,Atalanta BC,2026-04-18T18:45:00Z,False,,,
41396115d9202dcb93866dba2e9bc1a8,soccer_italy_serie_a,Cremonese,Torino,2026-04-19T10:30:00Z,False,,,
34b2a36b21348e41658a651d9e1be405,soccer_italy_serie_a,Hellas Verona,AC Milan,2026-04-19T13:00:00Z,False,,,
5d5accbae690aa72046d4f6ed18c0b66,soccer_italy_serie_a,Pisa,Genoa,2026-04-19T16:00:00Z,False,,,
da8f85dc7c6336fbb30a80a272b4af29,soccer_italy_serie_a,Juventus,Bologna,2026-04-19T18:45:00Z,False,,,
9439cff81cd6fd6de1e7046a3b49d8a8,soccer_italy_serie_a,Lecce,Fiorentina,2026-04-20T18:45:00Z,False,,,
20842ac2a58d66de639f359e26217e33,soccer_italy_serie_a,Napoli,Cremonese,2026-04-24T18:45:00Z,False,,,
29cc5ddc31a11f7556978b323ed103fc,soccer_italy_serie_a,Parma,Pisa,2026-04-25T13:00:00Z,False,,,
8a9614a1c1dd66d813d98f08f3d7efd8,soccer_italy_serie_a,Bologna,AS Roma,2026-04-25T16:00:00Z,False,,,
5744a34d60a47f720af59a055dab12c5,soccer_italy_serie_a,Hellas Verona,Lecce,2026-04-25T18:45:00Z,False,,,
161f9baeab748dcfa4d2df893f14b25b,soccer_italy_serie_a,Fiorentina,Sassuolo,2026-04-26T10:30:00Z,False,,,
b0d1e670b682b0ed37d6b0bc271efa6a,soccer_italy_serie_a,Genoa,Como,2026-04-26T13:00:00Z,False,,,
8b2db66328633438dcd0b0cb30f8f3df,soccer_italy_serie_a,Torino,Inter Milan,2026-04-26T16:00:00Z,False,,,
df605bb6aea644247b5ce9fe90713252,soccer_italy_serie_a,AC Milan,Juventus,2026-04-26T18:45:00Z,False,,,
3f0e9a96dbc83fd4b0c62cd12357b6a8,soccer_italy_serie_a,Cagliari,Atalanta BC,2026-04-27T16:30:00Z,False,,,
aa8294b91a1920474d420d34851aaceb,soccer_italy_serie_a,Lazio,Udinese,2026-04-27T18:45:00Z,False,,,
